date,institution_id,total_assets,cash_equivalents,securities,loans,other_assets,total_liabilities,deposits,borrowings,equity,layer
2025-03-25,CU_020,225902815927.7467,20409059413.989174,44032017134.01066,144698646057.2471,17506491255.93284,200375351641.34814,143477025306.3425,37996113127.37219,22719247209.025105,banking
2025-03-26,CU_020,228529096344.61472,27365320905.422585,51667048603.50839,145690234152.54565,19471034095.610058,208773917181.64218,143889962497.22754,40265689426.52533,27157553026.35364,banking
2025-03-27,CU_020,223181654422.28613,14657335459.20388,35263416454.27328,135500690914.75172,16268290199.758383,205002380483.71616,166463401374.88412,35977911529.8668,25236021120.264687,banking
2025-03-28,CU_020,221303655465.2861,26147408978.511063,49522719429.303505,116263094618.07362,11156432865.713268,198644859330.40652,143300516594.72885,43628833616.89351,20944519351.23039,banking
2025-03-29,CU_020,226837849561.09982,29781215322.72548,49961393371.28082,142420149482.94656,16735151072.181671,206103747783.97623,151330797414.5776,38951696508.456116,20816999870.4774,banking
2025-03-30,CU_020,226405193834.58023,12591012794.051107,53482406570.52195,113498119796.31836,15597969339.065928,208102773991.63605,139858927760.3039,37309181036.42017,24466163364.54546,banking
2025-03-31,CU_020,221010999312.23813,31832264904.30729,50137248933.82513,127284188921.57133,16370584530.03156,194827880986.6363,165500456732.91687,37239911927.06651,18431103628.21085,banking
2025-04-01,CU_020,226232508363.7585,14572776546.300882,44451311908.21393,145340108571.6272,13644088700.5957,203310095086.98218,147236026649.1437,38126043085.60266,19335038563.94658,banking
2025-04-02,CU_020,225094915439.6618,25786817737.568977,35833226952.43583,133800755360.8146,12670380432.519629,201254848764.6249,165200008238.4811,38493604103.653145,22358052476.941227,banking
2025-04-03,CU_020,220974339582.83777,12120244519.535439,33628149127.699486,134680246532.91371,11876059093.66729,197008813616.74283,156640462728.23645,30883784342.37176,21519352263.073326,banking
2025-04-04,CU_020,221538788363.02856,13781960817.163984,36246619259.818085,119511462012.52052,15372960618.864004,201871159007.75235,139347413630.35602,25107173219.8583,24337831407.693363,banking
2025-04-05,CU_020,221387648724.27463,15929956001.876648,45555257527.748665,117662525629.58127,18231392045.75776,202637188495.59726,142534870180.68558,29408708367.436928,24614301825.099754,banking
2025-04-06,CU_020,227545029072.22705,33910155900.52321,41361238910.653076,122509859627.97423,13310994155.346575,204737547782.12866,168015245845.69183,34747524661.84158,24480898715.543495,banking
2025-04-07,CU_020,225641273359.94455,23745643275.141323,53654525303.859924,136897496648.46477,13294623356.069662,205251444887.19223,156426527018.78235,22649881655.249607,25180968694.35343,banking
2025-04-08,CU_020,220072648256.62314,15977617809.361027,51876133385.59268,117981157319.86957,21056527262.915257,196997679432.7615,134007369493.54959,41511850924.46822,19735688747.88223,banking
2025-04-09,CU_020,221272906544.89188,27235309159.060474,42242113226.09584,112488043199.86082,20496176286.616177,200533242097.82025,160481220726.3342,44091061044.552536,20708204713.161655,banking
2025-04-10,CU_020,220399659757.57544,21324588451.98219,37438330639.79062,125135713235.19327,18238450054.475037,202187849711.0455,155009369460.9341,31485154652.80536,23127865224.130013,banking
2025-04-11,CU_020,228459543350.92053,14156096364.206928,40854896489.21685,122146019631.26404,15620263130.675768,202800255085.88156,162190512755.66525,29351156117.594242,26831257786.25899,banking
2025-04-12,CU_020,225389244493.46487,31186162255.104,43298918278.03568,137752994831.90332,12449570475.984648,204901066524.89636,139719599798.75635,25001296734.111115,24801545767.69097,banking
2025-04-13,CU_020,222591649859.42413,28439753696.855984,54841104433.92157,126668413579.59624,19771790123.613564,197323035349.7433,134352444269.06346,24117613016.16659,18014584217.077675,banking
2025-04-14,CU_020,222551582463.81296,17715983248.56226,45232023502.3103,124752644251.60797,15997934919.215233,202477932236.33923,151314944842.85562,44213750205.812485,21190603075.03736,banking
2025-04-15,CU_020,227176685134.89343,28049147519.840504,42010518203.65302,133570500022.00388,15539273502.330437,201815351422.8363,152740345976.3662,31471571795.371574,23117621110.145718,banking
2025-04-16,CU_020,225815691843.47232,16109789367.615705,36459446341.845505,133664220233.00465,12371694605.77829,199123036215.36005,142718166765.25882,44896608833.11683,21641088614.76079,banking
2025-04-17,CU_020,224010339992.12592,23735781769.861313,48414161907.93365,113706910696.11415,19100931432.809013,203414018994.82263,150303541566.43262,41812329544.8618,19703439006.113842,banking
2025-04-18,CU_020,224637688548.23544,32354964381.942825,48763280774.93391,116726361293.64343,14455953113.36223,202339040256.66095,141923501130.85764,43046352234.81493,21946410799.781223,banking
2025-04-19,CU_020,222007896436.40463,12931506739.78336,37200346193.19978,120097655441.84956,17544295968.396965,199683641786.41467,164033695346.11017,42810467161.34203,19776313697.862244,banking
2025-04-20,CU_020,224407415431.6419,14210198160.011665,34008605803.25273,140704645765.78757,16069167019.439835,205346187603.8688,159173863114.47232,29775315889.86907,19534499764.435547,banking
2025-04-21,CU_020,222131836417.5568,27156254951.853165,52317204113.39911,121904504836.98212,17085677150.14869,200021000128.11288,149358969038.10095,24855573763.843693,20179907748.34813,banking
2025-04-22,CU_020,222006159696.3961,13234379965.622728,34561803665.03584,119279213472.80826,20942301394.328953,198783437117.77106,156495504113.94354,40544126123.95009,20954107864.136963,banking
2025-04-23,CU_020,224658471677.2683,21700090182.765587,34399242294.08524,133356655469.17569,18380598663.14036,200797573644.0449,135420040092.25354,41616499624.27857,19133350478.760906,banking
2025-04-24,CU_020,224473880346.64377,24336300032.742054,36945115891.0072,145060933818.47827,15793229246.661734,206508381748.55695,154031877279.32104,43289944297.86962,25772611570.541714,banking
2025-04-25,CU_020,220513571711.20837,23164317543.801304,43918783211.311615,112680610271.22136,21149990298.6644,202000188525.1157,159279725492.83365,27074090247.435024,24683277700.744354,banking
2025-04-26,CU_020,226563511590.3499,16358510721.496689,35831937366.42678,139028204745.33603,12247036704.541954,201994322035.8045,158968408957.56912,27936646396.33669,22037238811.139027,banking
2025-04-27,CU_020,220986347835.88156,25943220056.823677,40890247613.505844,110559618393.93933,20170254997.47114,199294662680.07687,140711643537.7493,22200997258.08728,20003488793.66264,banking
2025-04-28,CU_020,223530929208.65247,13071695152.466528,46933860023.35774,124421220379.57602,18234751283.399208,200731202320.61337,166825956188.9107,27791889773.368122,19094629695.992542,banking
2025-04-29,CU_020,222518010464.90228,13849304886.054512,50167375892.05486,143501151763.2254,14318455254.83726,203876565170.03052,162132056347.92453,33505227757.956825,23687228165.451843,banking
2025-04-30,CU_020,225441858351.19965,23395715480.52041,45222702692.028496,123140239416.24423,18527189924.326916,200118654989.70615,167449983925.38495,33596586446.938736,24023964142.96213,banking
2025-05-01,CU_020,225350194422.73877,21808141787.08984,38599265433.124886,143406199951.05557,18205371440.317352,205084804589.6089,164159149514.52756,31423399762.675346,19886598854.864765,banking
2025-05-02,CU_020,222658205369.049,19741016445.942245,40526630150.12189,121298171746.54088,13117417034.179745,196715142168.6972,148086226203.13522,39865693386.002556,18499247729.364605,banking
2025-05-03,CU_020,223110949110.51,24687992957.5329,48377181192.8914,112850999665.91667,12347954523.77943,196505828422.945,153698104811.50662,28387938113.515697,22283265114.114216,banking
2025-05-04,CU_020,220022295714.46542,11291720813.95235,35849059839.18961,130120525242.66815,11855747642.42919,197662451593.30002,153055760850.42197,29406161145.003967,22349763659.468678,banking
2025-05-05,CU_020,219936332341.8186,13699795261.781189,33785724366.27024,139682099308.84976,20897502189.99143,194724746781.27982,139829377923.47995,41282351363.68714,24112491729.74236,banking
2025-05-06,CU_020,227424584068.23474,13175683261.941006,51980042289.90247,139657671581.17273,19071678222.9959,201175970724.44995,168588640377.7983,43541213013.22144,20057502374.70433,banking
2025-05-07,CU_020,228086259524.47308,23333936126.78106,51278460448.72335,142590085571.5717,12992915677.840935,207313804922.84122,140975017472.85223,36759521978.46726,23165831301.469967,banking
2025-05-08,CU_020,220880676011.7808,32646221688.18134,40696927691.73954,139534028449.50827,18863488027.380215,195544945610.27548,147758449518.3445,35183176454.84568,24127781550.993523,banking
2025-05-09,CU_020,222930430339.3304,16523395683.806236,37921206090.79113,134917361574.11662,11576361887.846354,204841740866.5148,139101158022.96558,38976459940.472466,20610975383.331017,banking
2025-05-10,CU_020,220418316663.90805,32987900048.90556,34793386989.86562,141540388503.9362,17309764713.832756,199807660616.19736,137350273674.83696,42139822325.634415,23983303070.375546,banking
2025-05-11,CU_020,224912178999.9742,12369713218.706879,40524899413.42519,125529936180.67683,14828143619.410944,200625192312.7807,145537545527.2159,44919013567.805214,25586465579.225727,banking
2025-05-12,CU_020,223591843722.68683,13084839303.326473,36384980401.19623,120130468475.13446,16556375287.531544,197211533276.71762,155186272214.34476,43348861503.60843,22684555195.491764,banking
2025-05-13,CU_020,225487151314.81674,12862266689.809416,47424793312.23548,143851856386.18375,19564112992.464287,204056797633.0221,168559273369.4107,35549448880.95756,24424176945.349113,banking
2025-05-14,CU_020,227360491587.11652,25963356761.510403,39731406703.36805,136898919513.9794,13878519927.960161,202183819191.40408,147343345344.96484,30331160120.004047,25883406075.422245,banking
2025-05-15,CU_020,223641311560.0952,26895895472.089382,50710250155.4245,138078813790.48132,21470487388.688564,205614623306.1248,158725389150.30295,27646267243.38765,22295296989.863625,banking
2025-05-16,CU_020,226520561711.36194,23187255449.170296,47760466523.85331,118064883668.47502,13384790306.902348,202868459670.3337,151957651821.1116,26474225581.00587,18799578998.24012,banking
2025-05-17,CU_020,223351247308.13052,14817529645.80855,37164546327.978905,131220738684.13754,15282941021.912832,201431492661.97818,137144264989.85408,41128064841.906784,18985977914.140606,banking
2025-05-18,CU_020,220300796251.2393,27258283872.073917,38684214609.36898,116977096439.9569,16032474114.560377,202458785693.13962,132666903065.14746,28450552391.704082,22016310758.168633,banking
2025-05-19,CU_020,224690552391.53604,29274934764.456337,42014964717.79984,143482966877.49487,13428688958.263184,197850510593.93927,147901034032.68234,30294339024.612186,19266857922.078842,banking
2025-05-20,CU_020,224464456416.4839,33045535647.446735,53188706554.25912,119626229156.04167,18592295065.436523,202076004963.2956,155960363475.6025,34628539811.40141,18994539108.524773,banking
2025-05-21,CU_020,226540838801.1529,25069935732.256126,41122322975.12807,127190758430.00258,18722156699.27461,207478201290.46808,155180411299.80908,30114829874.90019,20502507177.598263,banking
2025-05-22,CU_020,222228055338.33694,33032782219.29761,49909274040.52258,139981188968.1901,12991316177.84381,201312852756.7049,136454834626.12411,41681777599.37128,25748920597.777103,banking
2025-05-23,CU_020,220310945430.23206,30337270440.897606,47993277747.03443,110775304604.191,19531188510.542973,200578600685.20093,133273690556.16975,35384790321.257416,24211047737.688374,banking
2025-05-24,CU_020,223356622695.12292,28540350683.002037,47365301303.48259,139415075413.151,18592961550.304264,197727569158.73776,146713964646.33844,26061339973.690388,23371717093.174347,banking
2025-05-25,CU_020,224302356162.1825,15276556093.989954,45345097577.79016,121589586931.24107,11494853783.565659,199287934826.97424,147584397128.80212,30858529473.54173,23282317445.090473,banking
2025-05-26,CU_020,226653110724.31934,28113092338.248608,52353654747.66652,130616240523.34128,11599090731.466698,199659417606.56448,159751918184.4532,33979299129.998497,21920281857.53501,banking
2025-05-27,CU_020,225784359549.17404,30740482466.489964,39932375696.456375,130266547901.42665,17383508062.42123,205403685267.95062,136249028411.83047,38744964140.92593,23867552126.116653,banking
2025-05-28,CU_020,223727233443.8236,20034583588.366158,48082401864.30708,141294290450.6806,21903957525.13807,205368590222.0199,158930943753.06958,25611313704.313732,22975351594.593952,banking
2025-05-29,CU_020,222047805233.99725,18056592451.429565,40723678158.62208,143739814506.88776,17218646573.175446,203341645899.8692,146492474864.3199,28057611342.84948,20053335278.90297,banking
2025-05-30,CU_020,223810961465.6632,19808357608.652596,34501266376.3131,128943359059.49374,11658592124.553064,197429457713.94977,159667067478.14584,29055648498.297703,26558752883.524094,banking
2025-05-31,CU_020,228351319297.23206,19293638228.3905,56422566530.47904,148182826510.1208,17589201082.922928,206354981989.46957,151208111374.182,25568129115.490925,22066853541.305588,banking
2025-06-01,CU_020,224278757934.71335,22597436482.439217,50285240187.64298,122334933729.59677,15656294475.474045,199257338831.88855,153761733965.06165,44018478716.79249,24117014790.352417,banking
2025-06-02,CU_020,228091915621.2131,29679880958.036167,36066388904.58721,118273659978.25363,15660546973.655956,205105115666.00476,157886243310.50665,28392300629.83516,19781417502.695812,banking
2025-06-03,CU_020,227824395068.09525,13252106728.701174,55366640214.31334,125352594625.13538,17784027634.605026,202528869279.11066,154131145639.13263,33433518992.058285,23831593398.917927,banking
2025-06-04,CU_020,220809701147.07394,30298296375.57459,43251312769.30541,127324526662.44104,13212886332.962446,200927043073.8351,161694957800.34897,33664836819.721413,17895299630.819836,banking
2025-06-05,CU_020,225014060862.06583,16909192223.491402,53109905945.06436,124548389460.84901,22438944805.99914,198153891955.54404,136649748015.88971,30824228714.38107,25270539882.97226,banking
2025-06-06,CU_020,226734030155.47855,29021094964.016964,45944225302.85469,121853156337.35402,21234013353.19099,206108902133.9078,139252800404.02545,40355895056.925644,26087380349.908173,banking
2025-06-07,CU_020,224442677650.7276,11687877597.303675,41929337210.22729,117645436778.33527,13743607324.897903,204866764519.24252,166636521054.60263,29598671814.432293,20966640885.882492,banking
2025-06-08,CU_020,226291932618.40714,21209721204.1134,51444009278.6893,137278002811.91042,18636806147.3661,204190085090.4693,142293549325.2291,42376326989.231514,24084900284.5359,banking
2025-06-09,CU_020,220641953902.7711,18113322606.05427,45582774178.282074,113742671845.54874,11323118062.346786,195876106160.1528,143325710160.12402,38404521137.48287,21454181821.823868,banking
2025-06-10,CU_020,220261395521.8902,24712965679.647808,49218290760.54084,113098685333.45967,18137585966.993473,197085114082.6169,158898413083.35086,36050499126.063385,22920800670.24065,banking
2025-06-11,CU_020,223668590945.9955,16144354975.694366,33963474617.434196,127187095663.85387,15348753092.210855,199020607964.4099,158344166247.51456,42692671886.58088,21376050375.468044,banking
2025-06-12,CU_020,223814957872.72583,28161853496.32629,45271651367.1289,136175256592.58879,20240249943.019592,200168940934.60214,162554237834.12186,39147498442.59727,24294026558.485283,banking
2025-06-13,CU_020,224287221267.15982,26882144862.47017,54801007275.742516,128662755139.5334,19177025930.198227,204442344481.61697,137712941450.67758,31833602263.143276,19386402533.429237,banking
2025-06-14,CU_020,227918625818.64548,29813989127.520992,42666847116.03288,124371146894.96062,18830144662.382484,207962328075.63303,143993789365.64264,37503467665.407585,18966869315.45062,banking
2025-06-15,CU_020,221927855906.5038,31709048997.06864,49827059242.54428,126258779537.46109,13056606668.63103,197619371220.1661,147647293225.00967,24691389343.647453,19900687677.906887,banking
2025-06-16,CU_020,225458586977.02383,30507126635.710686,51922053940.7516,129877147184.92717,11707373716.51826,203952823699.32416,151833182679.11282,40038453159.96332,19787469207.667557,banking
2025-06-17,CU_020,227336417648.76184,29575432522.062546,37224849737.99042,146530807297.28986,14470312144.959904,200100972453.15344,166597009416.9758,24465151266.866524,20755416144.351772,banking
2025-06-18,CU_020,221703916979.24402,15238470268.74406,45492437643.205635,136768986569.55421,15260406609.204823,197908659793.11786,148424998491.92154,31701959801.509243,24232509981.56435,banking
2025-06-19,CU_020,224653122509.8366,24730346301.586143,40588681068.94673,135908709439.96675,12074078836.810629,206555876581.66803,134860182857.57727,26473272203.997635,18504216583.729378,banking
2025-06-20,CU_020,222305920293.77072,29025188418.40347,34694434910.00788,113133877115.95639,12338825911.347075,204373233411.4375,145099328420.7662,28155049938.085705,18622578269.581635,banking
2025-06-21,CU_020,220020114392.71558,30652903158.883324,52071176082.19268,121046885787.11697,21447178273.360134,193830007390.381,162238126973.26828,24682889678.747173,25168991310.10371,banking
2025-06-22,CU_020,228172076310.006,15618436220.258015,55208251196.62246,120867601813.52596,22277317170.549065,208082310782.69647,143395969337.79172,34652110541.97558,18470190171.091225,banking
2025-06-23,CU_020,224435818914.80368,16503135282.18788,38117578387.37258,134433641071.88849,16209323981.684217,201324096543.87,157417148221.4767,33236744262.45924,24060503369.263832,banking
2025-06-24,CU_020,227625926262.76508,26203047731.493793,38172795989.39552,143480630214.52628,14993366498.559622,203912923734.69284,143412067722.08795,40808634047.63197,20215719716.995804,banking
2025-06-25,CU_020,222614336841.99548,21394859320.55367,44621807901.04938,121769197692.61981,20563385440.833595,197290264940.6092,135359152888.80501,29176530366.59921,24209563217.821186,banking
2025-06-26,CU_020,223452890233.0388,30061746971.5146,35777969651.3654,120496382749.80453,18961324598.091797,203957242547.25955,159142985373.87134,22933586455.79869,25601301622.04466,banking
2025-06-27,CU_020,223238374652.55603,13515689632.725014,40745455063.776596,112060854522.63225,13055038175.0979,205059164593.77966,145702280799.6899,33155294987.30159,19814341681.361645,banking
2025-06-28,CU_020,227109945281.88095,29414538001.20252,39504927765.03394,124184279288.3116,21719610385.34949,207937114858.3675,150579939965.91327,41945523867.44353,24935560910.369743,banking
2025-06-29,CU_020,226710331905.55096,13494997169.647684,42755669276.14794,131010755883.44255,12041005736.143183,208320615450.71262,159434064195.3237,32592082530.217026,20874220066.66206,banking
2025-06-30,CU_020,220034714400.0444,23170681205.0759,37259301164.19395,135336614187.57164,21786186069.242634,196730135321.38617,134304987382.74149,25297157124.933426,21368899299.405056,banking
2025-07-01,CU_020,224955041202.38715,29928182821.806904,45380428822.287994,134921452667.08073,14946902917.578207,206678787996.79926,144586780654.5923,37397552067.601456,20301254780.97254,banking
2025-07-02,CU_020,221110397533.02664,33076826817.808887,42950253564.42831,137285250834.45941,11394872184.570778,197414237986.58582,140064372606.1514,29538222610.345047,18039033359.827293,banking
2025-07-03,CU_020,224433247507.56824,30620925451.80866,53581592934.270096,139092348206.4273,17905166460.642204,204301852862.54593,139974719187.87326,44599471594.82893,24290213473.02568,banking
2025-07-04,CU_020,225140512148.5646,27497139729.652397,42312153342.62159,120289971082.47511,18009059090.145786,200352502846.4662,141717161399.93384,37117439458.85307,26575155847.796688,banking
2025-07-05,CU_020,226445547162.539,25264550820.107807,34828263591.46071,116001611346.4923,11675988398.266233,204955066843.17383,137778797515.60794,31694115083.309868,18914822916.801895,banking
2025-07-06,CU_020,222857545564.02936,20694789309.235844,47861514531.88878,120968350630.46622,15038979698.118715,200741340927.5501,151079866384.0734,25932969157.907913,24398421065.48264,banking
2025-07-07,CU_020,224150537335.5797,20232522577.799698,39938599292.43308,129310343305.2398,13831126511.880596,201219556097.5225,148268349494.2918,41525500504.50023,21872991648.670353,banking
2025-07-08,CU_020,225685141897.14673,20071909079.801907,43138175416.01673,133422185996.90532,13187424063.024797,200935893430.14023,148480352538.09744,35909884032.28871,23832272685.901234,banking
2025-07-09,CU_020,222166949725.1951,25985655764.71497,51024312889.05234,113556635032.4972,20246599511.08452,202323236762.85574,163516789713.2228,42126587736.12195,26608243702.01399,banking
2025-07-10,CU_020,222968880827.1226,22351629955.876396,35765605743.10738,120211088726.81761,17695800271.652378,197645693840.7337,140421896089.1111,26173568136.407604,24839088502.405582,banking
2025-07-11,CU_020,220056757188.53067,27260557977.802456,36558479779.10888,111500942438.79234,17348485660.75934,195396880886.94254,139127951373.9308,34508143783.642334,24006440880.00716,banking
2025-07-12,CU_020,226215370929.56848,22746450133.907223,48051457985.71174,139194931291.6643,22568597081.177986,207880333432.32578,148572686795.1108,39639897868.236275,25555158758.116055,banking
2025-07-13,CU_020,227185548548.04068,28257289070.897533,50416779753.57301,118056155243.44505,21833531648.763443,206769158125.6439,167666238065.82654,37331422209.994064,25930723197.447315,banking
2025-07-14,CU_020,225276825130.32672,19488324949.020306,40678959679.19483,135964165186.95222,21682607984.759842,204736136951.45242,149461030341.40042,39188922118.24752,22609680962.564976,banking
2025-07-15,CU_020,224046409442.38223,24342697297.14457,53814483626.85926,133733347065.8408,21413503093.424454,199802055000.9795,140948321079.6956,30591780999.46009,24390180818.51125,banking
2025-07-16,CU_020,225148088681.25153,32292397972.931683,35721664296.46019,139108855551.90164,12297280765.65635,206130771699.17377,152641732705.32208,24424224850.89988,25359899497.34879,banking
2025-07-17,CU_020,224324852842.83212,27149630114.991272,47129837217.84322,115243401228.98747,16616071307.71023,203455874284.8084,139499050096.03574,22916362393.163597,21873806004.977528,banking
2025-07-18,CU_020,220690496398.8399,27991849390.81761,47611035570.12431,119587894118.27652,18604352505.670647,202883977490.0952,142499271970.8149,24844215625.67015,23255222551.651196,banking
2025-07-19,CU_020,226617006349.9109,18451543835.229015,38534146006.73182,135766256679.94284,21520398142.00709,207623410393.86295,154360851573.81976,28761378063.796062,23050883889.293694,banking
2025-07-20,CU_020,220984129724.6697,15575740704.867586,40529511657.19594,136359050700.27107,21333589117.02493,199731607754.45804,156501395817.34756,28811540305.69129,18568596211.79826,banking
2025-07-21,CU_020,223542865270.63834,25319419990.815964,44872475353.44076,112113355305.20596,19612243295.245277,197776987176.79337,160986272605.46747,37772247582.66527,21819684357.82237,banking
2025-07-22,CU_020,220014543032.66095,23180974967.84208,48734282701.1085,140898807233.25153,17538262094.93189,200405364312.76086,152548322725.38046,27931876168.154068,19379293282.175972,banking
2025-07-23,CU_020,224210460135.5704,26421128674.574863,40899684160.05659,113040932673.34377,17916109259.19236,198811664631.14648,136664143994.77452,40556383436.2729,20348043259.041897,banking
2025-07-24,CU_020,222521445067.1309,25840995085.102745,38192378333.09743,116592431847.56862,11229353778.509104,202619424485.36575,160348911832.74292,38529986902.57507,22284587369.07266,banking
2025-07-25,CU_020,225404203017.3771,12730826837.203495,40152978556.703835,126268535125.8768,12010226670.436079,202105487571.90686,145180697345.85275,22922765491.106636,23440363176.098724,banking
2025-07-26,CU_020,228448534528.7579,32523353814.40085,45723840492.5301,135417044379.60298,22636477289.933712,205509599502.69907,162561352060.83676,33719454724.633595,23093569621.005295,banking
2025-07-27,CU_020,223376229354.15463,21324866281.433258,41413164551.57813,139539745288.81332,17664485346.396454,201528821719.57053,136828639608.25359,32316828133.767303,22572008584.51133,banking
2025-07-28,CU_020,226964180225.57117,21803246421.323605,51062942435.14679,115809565280.89499,21617785535.522186,200851249557.05774,166813297915.72562,30586892112.427704,22285537725.32631,banking
2025-07-29,CU_020,221959899604.1864,19877587732.42829,34890720719.494354,132452334688.76965,18228727406.838757,199148044462.43552,149623504468.86145,22916175693.476,21177548331.66865,banking
2025-07-30,CU_020,224005841694.06717,11925331144.21517,53429500076.12503,143583884410.42413,16874483587.991306,205985259844.1518,155425228890.37518,30238747089.195187,26239267388.166847,banking
2025-07-31,CU_020,221947197796.41806,21147293112.985825,42832528967.48326,120219012610.96321,17753188811.380028,202888668160.35614,135782214193.08772,34268087682.314537,21196447095.22979,banking
2025-08-01,CU_020,228354087843.04776,28365474056.17684,46957910043.09269,128446122716.28757,18927550198.82328,208041798943.54495,171141148373.458,29570438920.37217,19939854087.33711,banking
2025-08-02,CU_020,227864374669.9915,33540613235.862255,50208911234.6993,126653522093.7935,19879955978.607018,209158916593.2928,147997675200.64407,23396329991.494633,21446640079.60502,banking
2025-08-03,CU_020,219935823946.4795,25290305183.145035,53580557189.04283,117467645970.05385,15174790181.870909,195234954744.45322,161941410533.0821,26022015276.832294,22921666915.739525,banking
2025-08-04,CU_020,225304110794.16525,26080726636.69513,49336766340.75632,115047300764.31442,16197049293.094658,199948330533.68295,154285221287.6129,26931277915.283524,26334048586.89871,banking
2025-08-05,CU_020,225259636503.25323,29902777421.497677,50177614439.58182,133252308192.83968,14425997886.11318,198283423066.5114,154386860774.07568,44887888082.57838,24140703878.0181,banking
2025-08-06,CU_020,226257065919.15125,13040095596.896494,47818125830.61849,127010011227.42004,21643718085.833992,207773297158.43823,159382455771.13083,43681625894.193016,21296396955.717327,banking
2025-08-07,CU_020,224683766301.30862,30188168205.92694,35776266984.694305,113233128014.994,14600402731.928232,201917519944.27542,166584574970.34833,37437147670.66489,23116074106.62251,banking
2025-08-08,CU_020,228154541817.80066,13275816160.410423,38259452887.879585,142005753631.58566,22420573924.42478,205243286283.61942,161318203031.39374,35125039706.87903,23941450762.837616,banking
2025-08-09,CU_020,226661465705.87674,30148234532.848633,56607829474.57895,128378484136.4969,19020915315.9596,202443406594.4758,138182115901.47662,24421950516.461487,23062484589.722527,banking
2025-08-10,CU_020,222259932557.65292,24659120433.12282,44727785605.4464,134748652472.1665,18676600769.55163,203574592524.2163,137258085798.84311,28707246520.328293,22435967574.437946,banking
2025-08-11,CU_020,221522497721.10117,11849680533.873503,41740034183.89221,127364134980.5921,19266117514.948326,198610427589.43442,165455265730.23907,22616316365.548016,25493276463.05691,banking
2025-08-12,CU_020,220482436287.84747,25789433160.2645,39149712274.52886,112452087749.05875,14926200192.996666,194803104295.81003,162225090527.88364,29313866238.150238,26030173170.992638,banking
2025-08-13,CU_020,228461477593.19226,33178208492.89397,47319620899.85602,131464342233.62395,20951414287.169315,205976810379.14368,167045227036.32538,23210553560.43694,25982423906.24084,banking
2025-08-14,CU_020,225732738212.91074,31458051877.363777,35141677374.97428,120269301890.33725,18396245244.409153,199905570998.62476,140394268463.7543,26744094426.50097,19935926442.024986,banking
2025-08-15,CU_020,221741293940.78555,23197821376.880062,54692791181.59788,116587844750.94797,15005917792.45507,198950243601.25327,164091265282.89407,43838635492.63965,18177950353.763626,banking
2025-08-16,CU_020,224121835899.21033,19099121746.454033,38967597751.0942,135530084164.75677,14619770816.153198,205723975676.6328,156990250308.73358,31937060961.578796,18637284098.702442,banking
2025-08-17,CU_020,224258735409.76547,23148174108.03717,51189292182.28728,132759629743.11237,19132691050.81787,204418738712.0297,139184578536.43213,35457068650.350365,18974351612.30473,banking
2025-08-18,CU_020,224149120157.35855,21618235459.26145,53319277245.73302,122277064460.38412,20255754640.546864,203281527312.28616,142864973718.81467,36638716592.530975,21549305430.862038,banking
2025-08-19,CU_020,222946043526.7217,31038282043.230797,37951565580.22796,121351349952.14343,20563734360.959934,199482998516.48148,163819113986.85056,39548132696.380585,18220284752.678715,banking
2025-08-20,CU_020,221768066916.29556,19699718772.184685,44541845624.98069,119596541441.57541,18705157441.831837,201090525606.70026,149527343585.29468,26769460462.9458,23107529734.357212,banking
2025-08-21,CU_020,228524359287.86075,16028623475.61469,54389629066.957275,138936160395.0408,13369718087.339622,204732935922.7746,156461150818.3649,40278181537.89944,23180499730.91263,banking
2025-08-22,CU_020,220333981499.4902,11938485771.056223,36400596444.723976,116153636906.04074,12626975318.617308,195121596446.41705,137577147614.46182,33252936856.993855,18437142214.97567,banking
2025-08-23,CU_020,224786102891.21835,13307594278.361507,53280358272.57142,129380447154.9081,16563583653.107424,206002953610.5115,160195941648.51105,32906343002.0272,26817219955.09073,banking
2025-08-24,CU_020,224526309909.52332,16152749796.914766,51845306145.82913,125906577960.03992,15599617389.681446,199450413700.2046,142547127534.13403,44188463829.21999,20477504296.870518,banking
2025-08-25,CU_020,221273440598.20786,17147360775.12348,39718108793.449135,142116049644.9235,17378838204.653584,198264623359.33966,143895658351.46585,29588324234.648148,21478849917.455883,banking
2025-08-26,CU_020,226594790329.18323,30729489294.730167,45274688927.757034,146117826858.9479,12882396586.17234,208358147163.7558,167699545342.00705,28151657455.049988,23018384673.27327,banking
2025-08-27,CU_020,226115339664.1165,21747734162.16619,42861232877.07166,127920730118.20486,17697021542.064964,206275356746.02283,154460735803.99387,34061829078.69652,21458953145.559647,banking
2025-08-28,CU_020,226725906536.4194,17042547230.707853,49437609605.51102,145409730281.3031,21497906537.251186,206855831262.28763,138816855362.85535,36798652265.92091,26459357392.21574,banking
2025-08-29,CU_020,221431158755.77032,20749679808.139313,47333402115.5958,129556316991.60466,13277132755.982553,202608318457.96036,154591725994.12686,38154945778.319176,17767820912.94598,banking
2025-08-30,CU_020,221729622744.51453,24985208407.258884,39246082447.62251,111030130398.30426,18753128416.772648,196887904293.1399,153885816532.46832,30106099167.566273,18712481733.278137,banking
2025-08-31,CU_020,222137539599.79764,30145942766.855038,35201485075.96583,125521557361.5911,20187546636.96139,198154398132.60144,153417284549.95105,22525440488.78845,19451225823.686184,banking
